,Total_job,Posted_date,Country_name,Job_type,Website,Total
23948,"
                    Halaman 1 dari 2 lowongan",3/22/21,Indonesia,Business Administration,Indeed,2
23950,"
                    Halaman 1 dari 2 lowongan",3/22/21,Indonesia,Administrative Assistant,Indeed,2
23952,0,3/22/21,Indonesia,Commercial Fundamentals,Indeed,0
23960,0,3/22/21,Argentina,Public Health,Indeed,0
23961,"
                    Página 1 de 2 empleos",3/22/21,Argentina,Hospital Administration,Indeed,2
23962,"
                    Página 1 de 20 empleos",3/22/21,Argentina,Accounting,Indeed,20
23963,0,3/22/21,Argentina,Auto Service,Indeed,0
23964,"
                    Página 1 de 67 empleos",3/22/21,Argentina,Communication,Indeed,67
23965,"
                    Página 1 de 3 empleos",3/22/21,Argentina,Computer Support,Indeed,3
23966,"
                    Página 1 de 34 empleos",3/22/21,Argentina,Database,Indeed,34
23967,"
                    Página 1 de 1 empleos",3/22/21,Argentina,Hospitality and Tourism Management,Indeed,1
23968,0,3/22/21,Argentina,Marriage Family and Human Relation,Indeed,0
23969,"
                    Página 1 de 22 empleos",3/22/21,Argentina,Project Management,Indeed,22
23970,0,3/22/21,Argentina,TEFL,Indeed,0
23971,"
                    Página 1 de 27 empleos",3/22/21,Argentina,Web Development,Indeed,27
23972,"
                    Página 1 de 26 empleos",3/22/21,Argentina,Business Administration,Indeed,26
23974,"
                    Página 1 de 2 empleos",3/22/21,Argentina,Administrative Assistant,Indeed,2
23976,0,3/22/21,Argentina,Commercial Fundamentals,Indeed,0
23984,0,3/22/21,Austria,Public Health,Indeed,0
23985,0,3/22/21,Austria,Hospital Administration,Indeed,0
23986,0,3/22/21,Austria,Accounting,Indeed,0
23987,0,3/22/21,Austria,Auto Service,Indeed,0
23988,0,3/22/21,Austria,Communication,Indeed,0
23989,0,3/22/21,Austria,Computer Support,Indeed,0
23990,0,3/22/21,Austria,Database,Indeed,0
23991,0,3/22/21,Austria,Hospitality and Tourism Management,Indeed,0
23992,0,3/22/21,Austria,Marriage Family and Human Relation,Indeed,0
23993,0,3/22/21,Austria,Project Management,Indeed,0
23994,0,3/22/21,Austria,TEFL,Indeed,0
23995,0,3/22/21,Austria,Web Development,Indeed,0
23996,0,3/22/21,Austria,Business Administration,Indeed,0
23998,0,3/22/21,Austria,Administrative Assistant,Indeed,0
24000,0,3/22/21,Austria,Commercial Fundamentals,Indeed,0
24008,0,3/22/21,Germany,Public Health,Indeed,0
24009,0,3/22/21,Germany,Hospital Administration,Indeed,0
24010,0,3/22/21,Germany,Accounting,Indeed,0
24011,0,3/22/21,Germany,Auto Service,Indeed,0
24012,0,3/22/21,Germany,Communication,Indeed,0
24013,0,3/22/21,Germany,Computer Support,Indeed,0
24014,0,3/22/21,Germany,Database,Indeed,0
24015,0,3/22/21,Germany,Hospitality and Tourism Management,Indeed,0
24016,0,3/22/21,Germany,Marriage Family and Human Relation,Indeed,0
24017,0,3/22/21,Germany,Project Management,Indeed,0
24018,0,3/22/21,Germany,TEFL,Indeed,0
24019,0,3/22/21,Germany,Web Development,Indeed,0
24020,0,3/22/21,Germany,Business Administration,Indeed,0
24022,0,3/22/21,Germany,Administrative Assistant,Indeed,0
24024,0,3/22/21,Germany,Commercial Fundamentals,Indeed,0
24032,0,3/22/21,Belgium,Public Health,Indeed,0
24033,0,3/22/21,Belgium,Hospital Administration,Indeed,0
24034,0,3/22/21,Belgium,Accounting,Indeed,0
24035,0,3/22/21,Belgium,Auto Service,Indeed,0
24036,0,3/22/21,Belgium,Communication,Indeed,0
24037,0,3/22/21,Belgium,Computer Support,Indeed,0
24038,0,3/22/21,Belgium,Database,Indeed,0
24039,0,3/22/21,Belgium,Hospitality and Tourism Management,Indeed,0
24040,0,3/22/21,Belgium,Marriage Family and Human Relation,Indeed,0
24041,0,3/22/21,Belgium,Project Management,Indeed,0
24042,0,3/22/21,Belgium,TEFL,Indeed,0
24043,0,3/22/21,Belgium,Web Development,Indeed,0
24044,0,3/22/21,Belgium,Business Administration,Indeed,0
24046,0,3/22/21,Belgium,Administrative Assistant,Indeed,0
24048,0,3/22/21,Belgium,Commercial Fundamentals,Indeed,0
24056,"
                    Página 1 de 12 vagas",3/22/21,Brazil,Public Health,Indeed,12
24057,"
                    Página 1 de 27 vagas",3/22/21,Brazil,Hospital Administration,Indeed,27
24058,"
                    Página 1 de 233 vagas",3/22/21,Brazil,Accounting,Indeed,233
24059,"
                    Página 1 de 16 vagas",3/22/21,Brazil,Auto Service,Indeed,16
24060,"
                    Página 1 de 626 vagas",3/22/21,Brazil,Communication,Indeed,626
24061,"
                    Página 1 de 46 vagas",3/22/21,Brazil,Computer Support,Indeed,46
24062,"
                    Página 1 de 165 vagas",3/22/21,Brazil,Database,Indeed,165
24063,0,3/22/21,Brazil,Hospitality and Tourism Management,Indeed,0
24064,0,3/22/21,Brazil,Marriage Family and Human Relation,Indeed,0
24065,"
                    Página 1 de 69 vagas",3/22/21,Brazil,Project Management,Indeed,69
24066,"
                    Página 1 de 9 vagas",3/22/21,Brazil,TEFL,Indeed,9
24067,"
                    Página 1 de 73 vagas",3/22/21,Brazil,Web Development,Indeed,73
24068,"
                    Página 1 de 133 vagas",3/22/21,Brazil,Business Administration,Indeed,133
24070,"
                    Página 1 de 224 vagas",3/22/21,Brazil,Administrative Assistant,Indeed,224
24072,"
                    Página 1 de 4 vagas",3/22/21,Brazil,Commercial Fundamentals,Indeed,4
24080,0,3/22/21,Portugal,Public Health,Indeed,0
24081,0,3/22/21,Portugal,Hospital Administration,Indeed,0
24082,0,3/22/21,Portugal,Accounting,Indeed,0
24083,0,3/22/21,Portugal,Auto Service,Indeed,0
24084,0,3/22/21,Portugal,Communication,Indeed,0
24085,0,3/22/21,Portugal,Computer Support,Indeed,0
24086,0,3/22/21,Portugal,Database,Indeed,0
24087,0,3/22/21,Portugal,Hospitality and Tourism Management,Indeed,0
24088,0,3/22/21,Portugal,Marriage Family and Human Relation,Indeed,0
24089,0,3/22/21,Portugal,Project Management,Indeed,0
24090,0,3/22/21,Portugal,TEFL,Indeed,0
24091,0,3/22/21,Portugal,Web Development,Indeed,0
24092,0,3/22/21,Portugal,Business Administration,Indeed,0
24094,0,3/22/21,Portugal,Administrative Assistant,Indeed,0
24096,0,3/22/21,Portugal,Commercial Fundamentals,Indeed,0
24104,"
                    Página 1 de 1 empleos",3/22/21,Chile,Public Health,Indeed,1
24105,"
                    Página 1 de 6 empleos",3/22/21,Chile,Hospital Administration,Indeed,6
24106,"
                    Página 1 de 20 empleos",3/22/21,Chile,Accounting,Indeed,20
24107,0,3/22/21,Chile,Auto Service,Indeed,0
24108,"
                    Página 1 de 31 empleos",3/22/21,Chile,Communication,Indeed,31
24109,"
                    Página 1 de 5 empleos",3/22/21,Chile,Computer Support,Indeed,5
24110,"
                    Página 1 de 23 empleos",3/22/21,Chile,Database,Indeed,23
24111,0,3/22/21,Chile,Hospitality and Tourism Management,Indeed,0
24112,0,3/22/21,Chile,Marriage Family and Human Relation,Indeed,0
24113,"
                    Página 1 de 6 empleos",3/22/21,Chile,Project Management,Indeed,6
24114,0,3/22/21,Chile,TEFL,Indeed,0
24115,"
                    Página 1 de 8 empleos",3/22/21,Chile,Web Development,Indeed,8
24116,"
                    Página 1 de 9 empleos",3/22/21,Chile,Business Administration,Indeed,9
24118,"
                    Página 1 de 17 empleos",3/22/21,Chile,Administrative Assistant,Indeed,17
24120,0,3/22/21,Chile,Commercial Fundamentals,Indeed,0
24128,0,3/22/21,Czech Republic,Public Health,Indeed,0
24129,0,3/22/21,Czech Republic,Hospital Administration,Indeed,0
24130,"
                    1. stránka z 2 výsledků",3/22/21,Czech Republic,Accounting,Indeed,1
24131,0,3/22/21,Czech Republic,Auto Service,Indeed,0
24132,"
                    1. stránka z 18 výsledků",3/22/21,Czech Republic,Communication,Indeed,1
24133,0,3/22/21,Czech Republic,Computer Support,Indeed,0
24134,0,3/22/21,Czech Republic,Database,Indeed,0
24135,"
                    1. stránka z 4 výsledků",3/22/21,Czech Republic,Hospitality and Tourism Management,Indeed,1
24136,"
                    1. stránka z 1 výsledků",3/22/21,Czech Republic,Marriage Family and Human Relation,Indeed,1
24137,"
                    1. stránka z 6 výsledků",3/22/21,Czech Republic,Project Management,Indeed,1
24138,0,3/22/21,Czech Republic,TEFL,Indeed,0
24139,"
                    1. stránka z 1 výsledků",3/22/21,Czech Republic,Web Development,Indeed,1
24140,0,3/22/21,Czech Republic,Business Administration,Indeed,0
24142,0,3/22/21,Czech Republic,Administrative Assistant,Indeed,0
24144,"
                    1. stránka z 5 výsledků",3/22/21,Czech Republic,Commercial Fundamentals,Indeed,1
24149,0,3/22/21,Denmark,Public Health,Indeed,0
24150,0,3/22/21,Denmark,Hospital Administration,Indeed,0
24151,0,3/22/21,Denmark,Accounting,Indeed,0
24152,0,3/22/21,Denmark,Auto Service,Indeed,0
24153,0,3/22/21,Denmark,Communication,Indeed,0
24154,0,3/22/21,Denmark,Computer Support,Indeed,0
24155,"
                    Side 1 af 20 jobs",3/22/21,Denmark,Database,Indeed,20
24156,0,3/22/21,Denmark,Hospitality and Tourism Management,Indeed,0
24157,0,3/22/21,Denmark,Marriage Family and Human Relation,Indeed,0
24158,"
                    Side 1 af 40 jobs",3/22/21,Denmark,Project Management,Indeed,40
24159,0,3/22/21,Denmark,TEFL,Indeed,0
24160,0,3/22/21,Denmark,Web Development,Indeed,0
24161,0,3/22/21,Denmark,Business Administration,Indeed,0
24163,0,3/22/21,Denmark,Administrative Assistant,Indeed,0
24165,0,3/22/21,Denmark,Commercial Fundamentals,Indeed,0
24173,0,3/22/21,Ecuador,Public Health,Indeed,0
24174,0,3/22/21,Ecuador,Hospital Administration,Indeed,0
24175,"
                    Página 1 de 12 empleos",3/22/21,Ecuador,Accounting,Indeed,12
24176,0,3/22/21,Ecuador,Auto Service,Indeed,0
24177,"
                    Página 1 de 15 empleos",3/22/21,Ecuador,Communication,Indeed,15
24178,"
                    Página 1 de 5 empleos",3/22/21,Ecuador,Computer Support,Indeed,5
24179,"
                    Página 1 de 9 empleos",3/22/21,Ecuador,Database,Indeed,9
24180,"
                    Página 1 de 3 empleos",3/22/21,Ecuador,Hospitality and Tourism Management,Indeed,3
24181,0,3/22/21,Ecuador,Marriage Family and Human Relation,Indeed,0
24182,"
                    Página 1 de 1 empleos",3/22/21,Ecuador,Project Management,Indeed,1
24183,0,3/22/21,Ecuador,TEFL,Indeed,0
24184,"
                    Página 1 de 3 empleos",3/22/21,Ecuador,Web Development,Indeed,3
24185,"
                    Página 1 de 4 empleos",3/22/21,Ecuador,Business Administration,Indeed,4
24187,"
                    Página 1 de 3 empleos",3/22/21,Ecuador,Administrative Assistant,Indeed,3
24189,0,3/22/21,Ecuador,Commercial Fundamentals,Indeed,0
24197,0,3/22/21,China,Public Health,Indeed,0
24198,"
                    1个工作，第1页",3/22/21,China,Hospital Administration,Indeed,1
24199,"
                    86个工作，第1页",3/22/21,China,Accounting,Indeed,86
24200,"
                    8个工作，第1页",3/22/21,China,Auto Service,Indeed,8
24201,"
                    109个工作，第1页",3/22/21,China,Communication,Indeed,109
24202,"
                    42个工作，第1页",3/22/21,China,Computer Support,Indeed,42
24203,"
                    72个工作，第1页",3/22/21,China,Database,Indeed,72
24204,"
                    9个工作，第1页",3/22/21,China,Hospitality and Tourism Management,Indeed,9
24205,"
                    2个工作，第1页",3/22/21,China,Marriage Family and Human Relation,Indeed,2
24206,"
                    344个工作，第1页",3/22/21,China,Project Management,Indeed,344
24207,"
                    4个工作，第1页",3/22/21,China,TEFL,Indeed,4
24208,"
                    125个工作，第1页",3/22/21,China,Web Development,Indeed,125
24209,"
                    458个工作，第1页",3/22/21,China,Business Administration,Indeed,458
24211,"
                    7个工作，第1页",3/22/21,China,Administrative Assistant,Indeed,7
24213,"
                    3个工作，第1页",3/22/21,China,Commercial Fundamentals,Indeed,3
24222,"
                    Sivu 1 / 1 työpaikkaa",3/22/21,Finland,Public Health,Indeed,1
24223,0,3/22/21,Finland,Hospital Administration,Indeed,0
24224,"
                    Sivu 1 / 5 työpaikkaa",3/22/21,Finland,Accounting,Indeed,5
24225,0,3/22/21,Finland,Auto Service,Indeed,0
24226,"
                    Sivu 1 / 17 työpaikkaa",3/22/21,Finland,Communication,Indeed,17
24227,0,3/22/21,Finland,Computer Support,Indeed,0
24228,0,3/22/21,Finland,Database,Indeed,0
24229,0,3/22/21,Finland,Hospitality and Tourism Management,Indeed,0
24230,0,3/22/21,Finland,Marriage Family and Human Relation,Indeed,0
24231,0,3/22/21,Finland,Project Management,Indeed,0
24232,0,3/22/21,Finland,TEFL,Indeed,0
24233,0,3/22/21,Finland,Web Development,Indeed,0
24234,0,3/22/21,Finland,Business Administration,Indeed,0
24236,"
                    Page 1 de 11 emplois",3/22/21,France,Public Health,Indeed,11
24237,"
                    Page 1 de 10 emplois",3/22/21,France,Hospital Administration,Indeed,10
24238,"
                    Page 1 de 598 emplois",3/22/21,France,Accounting,Indeed,598
24239,"
                    Page 1 de 209 emplois",3/22/21,France,Auto Service,Indeed,209
24240,"
                    Page 1 de 1 352 emplois",3/22/21,France,Communication,Indeed,1
24241,"
                    Page 1 de 5 emplois",3/22/21,France,Computer Support,Indeed,5
24242,"
                    Page 1 de 3 emplois",3/22/21,France,Database,Indeed,3
24243,"
                    Page 1 de 3 172 emplois",3/22/21,France,Hospitality and Tourism Management,Indeed,3
24244,"
                    Page 1 de 19 emplois",3/22/21,France,Marriage Family and Human Relation,Indeed,19
24245,"
                    Page 1 de 490 emplois",3/22/21,France,Project Management,Indeed,490
24246,"
                    Page 1 de 18 emplois",3/22/21,France,TEFL,Indeed,18
24247,"
                    Page 1 de 63 emplois",3/22/21,France,Web Development,Indeed,63
24248,"
                    Page 1 de 474 emplois",3/22/21,France,Business Administration,Indeed,474
24250,"
                    Page 1 de 1 emplois",3/22/21,France,Administrative Assistant,Indeed,1
24252,"
                    Page 1 de 2 emplois",3/22/21,France,Commercial Fundamentals,Indeed,2
24258,0,3/22/21,Hungary,Public Health,Indeed,0
24259,0,3/22/21,Hungary,Hospital Administration,Indeed,0
24260,"
                    9 munka 1 oldala",3/22/21,Hungary,Accounting,Indeed,9
24261,0,3/22/21,Hungary,Auto Service,Indeed,0
24262,"
                    26 munka 1 oldala",3/22/21,Hungary,Communication,Indeed,26
24263,"
                    21 munka 1 oldala",3/22/21,Hungary,Computer Support,Indeed,21
24264,"
                    88 munka 1 oldala",3/22/21,Hungary,Database,Indeed,88
24265,0,3/22/21,Hungary,Hospitality and Tourism Management,Indeed,0
24266,0,3/22/21,Hungary,Marriage Family and Human Relation,Indeed,0
24267,"
                    6 munka 1 oldala",3/22/21,Hungary,Project Management,Indeed,6
24268,"
                    1 munka 1 oldala",3/22/21,Hungary,TEFL,Indeed,1
24269,"
                    2 munka 1 oldala",3/22/21,Hungary,Web Development,Indeed,2
24270,"
                    1 munka 1 oldala",3/22/21,Hungary,Business Administration,Indeed,1
24272,0,3/22/21,Hungary,Administrative Assistant,Indeed,0
24274,"
                    1 munka 1 oldala",3/22/21,Hungary,Commercial Fundamentals,Indeed,1
24282,"
                    求人検索結果 9,200 件中 1 ページ目",3/22/21,Japan,Public Health,Indeed,9200
24283,"
                    求人検索結果 22 件中 1 ページ目",3/22/21,Japan,Hospital Administration,Indeed,22
24284,"
                    求人検索結果 6,065 件中 1 ページ目",3/22/21,Japan,Accounting,Indeed,6065
24285,"
                    求人検索結果 154 件中 1 ページ目",3/22/21,Japan,Auto Service,Indeed,154
24286,"
                    求人検索結果 22,254 件中 1 ページ目",3/22/21,Japan,Communication,Indeed,22254
24287,"
                    求人検索結果 359 件中 1 ページ目",3/22/21,Japan,Computer Support,Indeed,359
24288,"
                    求人検索結果 627 件中 1 ページ目",3/22/21,Japan,Database,Indeed,627
24289,0,3/22/21,Japan,Hospitality and Tourism Management,Indeed,0
24290,"
                    求人検索結果 14,646 件中 1 ページ目",3/22/21,Japan,Marriage Family and Human Relation,Indeed,14646
24291,"
                    求人検索結果 7,059 件中 1 ページ目",3/22/21,Japan,Project Management,Indeed,7059
24292,"
                    求人検索結果 94 件中 1 ページ目",3/22/21,Japan,TEFL,Indeed,94
24293,"
                    求人検索結果 4,623 件中 1 ページ目",3/22/21,Japan,Web Development,Indeed,4623
24294,"
                    求人検索結果 8,568 件中 1 ページ目",3/22/21,Japan,Business Administration,Indeed,8568
24296,"
                    求人検索結果 4,917 件中 1 ページ目",3/22/21,Japan,Administrative Assistant,Indeed,4917
24298,"
                    求人検索結果 5 件中 1 ページ目",3/22/21,Japan,Commercial Fundamentals,Indeed,5
24306,0,3/22/21,Greece,Public Health,Indeed,0
24307,0,3/22/21,Greece,Hospital Administration,Indeed,0
24308,0,3/22/21,Greece,Accounting,Indeed,0
24309,0,3/22/21,Greece,Auto Service,Indeed,0
24310,0,3/22/21,Greece,Communication,Indeed,0
24311,0,3/22/21,Greece,Computer Support,Indeed,0
24312,0,3/22/21,Greece,Database,Indeed,0
24313,0,3/22/21,Greece,Hospitality and Tourism Management,Indeed,0
24314,0,3/22/21,Greece,Marriage Family and Human Relation,Indeed,0
24315,0,3/22/21,Greece,Project Management,Indeed,0
24316,0,3/22/21,Greece,TEFL,Indeed,0
24317,0,3/22/21,Greece,Web Development,Indeed,0
24318,0,3/22/21,Greece,Business Administration,Indeed,0
24320,0,3/22/21,Greece,Administrative Assistant,Indeed,0
24322,0,3/22/21,Greece,Commercial Fundamentals,Indeed,0
24330,0,3/22/21,Italy,Public Health,Indeed,0
24331,0,3/22/21,Italy,Hospital Administration,Indeed,0
24332,0,3/22/21,Italy,Accounting,Indeed,0
24333,0,3/22/21,Italy,Auto Service,Indeed,0
24334,0,3/22/21,Italy,Communication,Indeed,0
24335,0,3/22/21,Italy,Computer Support,Indeed,0
24336,0,3/22/21,Italy,Database,Indeed,0
24337,0,3/22/21,Italy,Hospitality and Tourism Management,Indeed,0
24338,0,3/22/21,Italy,Marriage Family and Human Relation,Indeed,0
24339,0,3/22/21,Italy,Project Management,Indeed,0
24340,0,3/22/21,Italy,TEFL,Indeed,0
24341,0,3/22/21,Italy,Web Development,Indeed,0
24342,0,3/22/21,Italy,Business Administration,Indeed,0
24344,0,3/22/21,Italy,Administrative Assistant,Indeed,0
24346,0,3/22/21,Italy,Commercial Fundamentals,Indeed,0
24353,0,3/22/21,Morocco,Public Health,Indeed,0
24354,0,3/22/21,Morocco,Hospital Administration,Indeed,0
24355,0,3/22/21,Morocco,Accounting,Indeed,0
24356,0,3/22/21,Morocco,Auto Service,Indeed,0
24357,0,3/22/21,Morocco,Communication,Indeed,0
24358,0,3/22/21,Morocco,Computer Support,Indeed,0
24359,0,3/22/21,Morocco,Database,Indeed,0
24360,0,3/22/21,Morocco,Hospitality and Tourism Management,Indeed,0
24361,0,3/22/21,Morocco,Marriage Family and Human Relation,Indeed,0
24362,0,3/22/21,Morocco,Project Management,Indeed,0
24363,0,3/22/21,Morocco,TEFL,Indeed,0
24364,0,3/22/21,Morocco,Web Development,Indeed,0
24365,0,3/22/21,Morocco,Business Administration,Indeed,0
24367,0,3/22/21,Morocco,Administrative Assistant,Indeed,0
24369,0,3/22/21,Morocco,Commercial Fundamentals,Indeed,0
24375,0,3/22/21,Norway,Public Health,Indeed,0
24376,0,3/22/21,Norway,Hospital Administration,Indeed,0
24377,0,3/22/21,Norway,Accounting,Indeed,0
24378,0,3/22/21,Norway,Auto Service,Indeed,0
24379,0,3/22/21,Norway,Communication,Indeed,0
24380,0,3/22/21,Norway,Computer Support,Indeed,0
24381,0,3/22/21,Norway,Database,Indeed,0
24382,0,3/22/21,Norway,Hospitality and Tourism Management,Indeed,0
24383,0,3/22/21,Norway,Marriage Family and Human Relation,Indeed,0
24384,0,3/22/21,Norway,Project Management,Indeed,0
24385,0,3/22/21,Norway,TEFL,Indeed,0
24386,0,3/22/21,Norway,Web Development,Indeed,0
24387,0,3/22/21,Norway,Business Administration,Indeed,0
24389,0,3/22/21,Norway,Administrative Assistant,Indeed,0
24391,0,3/22/21,Norway,Commercial Fundamentals,Indeed,0
24398,"
                    หน้า 1 ของ 2 งาน",3/22/21,Thailand,Public Health,Indeed,2
24399,0,3/22/21,Thailand,Hospital Administration,Indeed,0
24400,"
                    หน้า 1 ของ 12 งาน",3/22/21,Thailand,Accounting,Indeed,12
24401,"
                    หน้า 1 ของ 4 งาน",3/22/21,Thailand,Auto Service,Indeed,4
24402,"
                    หน้า 1 ของ 3 งาน",3/22/21,Thailand,Communication,Indeed,3
24403,"
                    หน้า 1 ของ 20 งาน",3/22/21,Thailand,Computer Support,Indeed,20
24404,"
                    หน้า 1 ของ 58 งาน",3/22/21,Thailand,Database,Indeed,58
24405,"
                    หน้า 1 ของ 25 งาน",3/22/21,Thailand,Hospitality and Tourism Management,Indeed,25
24406,"
                    หน้า 1 ของ 43 งาน",3/22/21,Thailand,Marriage Family and Human Relation,Indeed,43
24407,"
                    หน้า 1 ของ 10 งาน",3/22/21,Thailand,Project Management,Indeed,10
24408,0,3/22/21,Thailand,TEFL,Indeed,0
24409,"
                    หน้า 1 ของ 71 งาน",3/22/21,Thailand,Web Development,Indeed,71
24410,"
                    หน้า 1 ของ 9 งาน",3/22/21,Thailand,Business Administration,Indeed,9
24412,"
                    หน้า 1 ของ 3 งาน",3/22/21,Thailand,Administrative Assistant,Indeed,3
24414,"
                    หน้า 1 ของ 1 งาน",3/22/21,Thailand,Commercial Fundamentals,Indeed,1
24421,0,3/22/21,Russia,Public Health,Indeed,0
24422,0,3/22/21,Russia,Hospital Administration,Indeed,0
24423,0,3/22/21,Russia,Accounting,Indeed,0
24424,0,3/22/21,Russia,Auto Service,Indeed,0
24425,0,3/22/21,Russia,Communication,Indeed,0
24426,0,3/22/21,Russia,Computer Support,Indeed,0
24427,0,3/22/21,Russia,Database,Indeed,0
24428,0,3/22/21,Russia,Hospitality and Tourism Management,Indeed,0
24429,0,3/22/21,Russia,Marriage Family and Human Relation,Indeed,0
24430,0,3/22/21,Russia,Project Management,Indeed,0
24431,0,3/22/21,Russia,TEFL,Indeed,0
24432,0,3/22/21,Russia,Web Development,Indeed,0
24433,0,3/22/21,Russia,Business Administration,Indeed,0
24435,0,3/22/21,Russia,Administrative Assistant,Indeed,0
24437,0,3/22/21,Russia,Commercial Fundamentals,Indeed,0
24444,0,3/22/21,Romania,Public Health,Indeed,0
24445,0,3/22/21,Romania,Hospital Administration,Indeed,0
24446,0,3/22/21,Romania,Accounting,Indeed,0
24447,0,3/22/21,Romania,Auto Service,Indeed,0
24448,0,3/22/21,Romania,Communication,Indeed,0
24449,0,3/22/21,Romania,Computer Support,Indeed,0
24450,0,3/22/21,Romania,Database,Indeed,0
24451,0,3/22/21,Romania,Hospitality and Tourism Management,Indeed,0
24452,0,3/22/21,Romania,Marriage Family and Human Relation,Indeed,0
24453,0,3/22/21,Romania,Project Management,Indeed,0
24454,0,3/22/21,Romania,TEFL,Indeed,0
24455,0,3/22/21,Romania,Web Development,Indeed,0
24456,0,3/22/21,Romania,Business Administration,Indeed,0
24458,0,3/22/21,Romania,Administrative Assistant,Indeed,0
24460,0,3/22/21,Romania,Commercial Fundamentals,Indeed,0
24467,"
                    Página 1 de 1 empleos",3/22/21,Peru,Public Health,Indeed,1
24468,"
                    Página 1 de 6 empleos",3/22/21,Peru,Hospital Administration,Indeed,6
24469,"
                    Página 1 de 36 empleos",3/22/21,Peru,Accounting,Indeed,36
24470,"
                    Página 1 de 1 empleos",3/22/21,Peru,Auto Service,Indeed,1
24471,"
                    Página 1 de 68 empleos",3/22/21,Peru,Communication,Indeed,68
24472,"
                    Página 1 de 10 empleos",3/22/21,Peru,Computer Support,Indeed,10
24473,"
                    Página 1 de 32 empleos",3/22/21,Peru,Database,Indeed,32
24474,"
                    Página 1 de 2 empleos",3/22/21,Peru,Hospitality and Tourism Management,Indeed,2
24475,0,3/22/21,Peru,Marriage Family and Human Relation,Indeed,0
24476,"
                    Página 1 de 12 empleos",3/22/21,Peru,Project Management,Indeed,12
24477,"
                    Página 1 de 1 empleos",3/22/21,Peru,TEFL,Indeed,1
24478,"
                    Página 1 de 9 empleos",3/22/21,Peru,Web Development,Indeed,9
24479,"
                    Página 1 de 21 empleos",3/22/21,Peru,Business Administration,Indeed,21
24481,"
                    Página 1 de 16 empleos",3/22/21,Peru,Administrative Assistant,Indeed,16
24483,0,3/22/21,Peru,Commercial Fundamentals,Indeed,0
24491,"
                    1페이지 결과 18건",3/22/21,Korea,Public Health,Indeed,1
24492,0,3/22/21,Korea,Hospital Administration,Indeed,0
24493,"
                    1페이지 결과 12건",3/22/21,Korea,Accounting,Indeed,1
24494,"
                    1페이지 결과 47건",3/22/21,Korea,Auto Service,Indeed,1
24495,"
                    1페이지 결과 29건",3/22/21,Korea,Communication,Indeed,1
24496,0,3/22/21,Korea,Computer Support,Indeed,0
24497,"
                    1페이지 결과 5건",3/22/21,Korea,Database,Indeed,1
24498,"
                    1페이지 결과 49건",3/22/21,Korea,Hospitality and Tourism Management,Indeed,1
24499,"
                    1페이지 결과 66건",3/22/21,Korea,Marriage Family and Human Relation,Indeed,1
24500,"
                    1페이지 결과 70건",3/22/21,Korea,Project Management,Indeed,1
24501,"
                    1페이지 결과 32건",3/22/21,Korea,TEFL,Indeed,1
24502,"
                    1페이지 결과 55건",3/22/21,Korea,Web Development,Indeed,1
24503,"
                    1페이지 결과 67건",3/22/21,Korea,Business Administration,Indeed,1
24505,0,3/22/21,Korea,Administrative Assistant,Indeed,0
24507,"
                    1페이지 결과 10건",3/22/21,Korea,Commercial Fundamentals,Indeed,1
24513,0,3/22/21,Spain,Public Health,Indeed,0
24514,0,3/22/21,Spain,Hospital Administration,Indeed,0
24515,0,3/22/21,Spain,Accounting,Indeed,0
24516,0,3/22/21,Spain,Auto Service,Indeed,0
24517,0,3/22/21,Spain,Communication,Indeed,0
24518,0,3/22/21,Spain,Computer Support,Indeed,0
24519,0,3/22/21,Spain,Database,Indeed,0
24520,0,3/22/21,Spain,Hospitality and Tourism Management,Indeed,0
24521,0,3/22/21,Spain,Marriage Family and Human Relation,Indeed,0
24522,0,3/22/21,Spain,Project Management,Indeed,0
24523,0,3/22/21,Spain,TEFL,Indeed,0
24524,0,3/22/21,Spain,Web Development,Indeed,0
24525,0,3/22/21,Spain,Business Administration,Indeed,0
24527,0,3/22/21,Spain,Administrative Assistant,Indeed,0
24529,0,3/22/21,Spain,Commercial Fundamentals,Indeed,0
24537,"
                    Página 1 de 6 empleos",3/22/21,Mexico,Public Health,Indeed,6
24538,"
                    Página 1 de 19 empleos",3/22/21,Mexico,Hospital Administration,Indeed,19
24539,"
                    Página 1 de 203 empleos",3/22/21,Mexico,Accounting,Indeed,203
24540,"
                    Página 1 de 90 empleos",3/22/21,Mexico,Auto Service,Indeed,90
24541,"
                    Página 1 de 408 empleos",3/22/21,Mexico,Communication,Indeed,408
24542,"
                    Página 1 de 38 empleos",3/22/21,Mexico,Computer Support,Indeed,38
24543,"
                    Página 1 de 197 empleos",3/22/21,Mexico,Database,Indeed,197
24544,"
                    Página 1 de 12 empleos",3/22/21,Mexico,Hospitality and Tourism Management,Indeed,12
24545,"
                    Página 1 de 2 empleos",3/22/21,Mexico,Marriage Family and Human Relation,Indeed,2
24546,"
                    Página 1 de 111 empleos",3/22/21,Mexico,Project Management,Indeed,111
24547,"
                    Página 1 de 11 empleos",3/22/21,Mexico,TEFL,Indeed,11
24548,"
                    Página 1 de 73 empleos",3/22/21,Mexico,Web Development,Indeed,73
24549,"
                    Página 1 de 95 empleos",3/22/21,Mexico,Business Administration,Indeed,95
24551,"
                    Página 1 de 147 empleos",3/22/21,Mexico,Administrative Assistant,Indeed,147
24553,0,3/22/21,Mexico,Commercial Fundamentals,Indeed,0
